"","Date","Time","State.UnionTerritory","Cured","Deaths","Confirmed","NewCasesInDay","NewDeathsInDay","NewCuredInDay"
"1",2020-03-12,"18:00","Andhra Pradesh",0,0,1,1,0,0
"2",2020-03-13,"18:00","Andhra Pradesh",0,0,1,0,0,0
"3",2020-03-14,"18:00","Andhra Pradesh",0,0,1,0,0,0
"4",2020-03-15,"18:00","Andhra Pradesh",0,0,1,0,0,0
"5",2020-03-16,"18:00","Andhra Pradesh",0,0,1,0,0,0
"6",2020-03-17,"18:00","Andhra Pradesh",0,0,1,0,0,0
"7",2020-03-18,"18:00","Andhra Pradesh",0,0,1,0,0,0
"8",2020-03-19,"18:00","Andhra Pradesh",0,0,2,1,0,0
"9",2020-03-20,"18:00","Andhra Pradesh",0,0,3,1,0,0
"10",2020-03-21,"18:00","Andhra Pradesh",0,0,3,0,0,0
"11",2020-03-22,"18:00","Andhra Pradesh",0,0,5,2,0,0
"12",2020-03-23,"18:00","Andhra Pradesh",0,0,7,2,0,0
"13",2020-03-24,"18:00","Andhra Pradesh",0,0,8,1,0,0
"14",2020-03-25,"18:00","Andhra Pradesh",1,0,9,1,0,1
"15",2020-03-26,"18:00","Andhra Pradesh",1,0,11,2,0,0
"16",2020-03-27,"10:00","Andhra Pradesh",1,0,12,1,0,0
"17",2020-03-28,"18:00","Andhra Pradesh",1,0,14,2,0,0
"18",2020-03-29,"19:30","Andhra Pradesh",1,0,19,5,0,0
"19",2020-03-30,"21:30","Andhra Pradesh",1,0,23,4,0,0
"20",2020-03-31,"20:30","Andhra Pradesh",1,0,40,17,0,0
"21",2020-04-01,"19:30","Andhra Pradesh",1,0,83,43,0,0
"22",2020-04-02,"18:00","Andhra Pradesh",1,1,86,3,1,0
"23",2020-04-03,"18:00","Andhra Pradesh",1,1,132,46,0,0
"24",2020-04-04,"18:00","Andhra Pradesh",1,1,161,29,0,0
"25",2020-04-05,"18:00","Andhra Pradesh",1,1,190,29,0,0
"26",2020-04-06,"18:00","Andhra Pradesh",1,3,226,36,2,0
"27",2020-04-07,"18:00","Andhra Pradesh",1,3,266,40,0,0
"28",2020-04-08,"17:00","Andhra Pradesh",5,4,305,39,1,4
"29",2020-04-09,"17:00","Andhra Pradesh",6,4,348,43,0,1
"30",2020-04-10,"17:00","Andhra Pradesh",7,6,363,15,2,1
"31",2020-04-11,"17:00","Andhra Pradesh",11,6,381,18,0,4
"32",2020-04-12,"17:00","Andhra Pradesh",11,6,381,0,0,0
"33",2020-04-13,"17:00","Andhra Pradesh",11,7,432,51,1,0
"34",2020-04-14,"17:00","Andhra Pradesh",14,9,473,41,2,3
"35",2020-04-15,"17:00","Andhra Pradesh",16,9,503,30,0,2
"36",2020-04-16,"17:00","Andhra Pradesh",20,14,534,31,5,4
"37",2020-04-17,"17:00","Andhra Pradesh",36,14,572,38,0,16
"38",2020-04-18,"17:00","Andhra Pradesh",42,15,603,31,1,6
"39",2020-04-19,"17:00","Andhra Pradesh",42,15,603,0,0,0
"40",2020-04-20,"17:00","Andhra Pradesh",92,20,722,119,5,50
"41",2020-04-21,"17:00","Andhra Pradesh",96,22,757,35,2,4
"42",2020-04-22,"17:00","Andhra Pradesh",120,24,813,56,2,24
"43",2020-04-23,"17:00","Andhra Pradesh",141,27,895,82,3,21
"44",2020-04-24,"17:00","Andhra Pradesh",145,29,955,60,2,4
"45",2020-04-25,"17:00","Andhra Pradesh",171,31,1061,106,2,26
"46",2020-04-26,"17:00","Andhra Pradesh",231,31,1097,36,0,60
"47",2020-04-27,"17:00","Andhra Pradesh",235,31,1177,80,0,4
"48",2020-04-28,"17:00","Andhra Pradesh",258,31,1259,82,0,23
"49",2020-04-29,"17:00","Andhra Pradesh",287,31,1332,73,0,29
"50",2020-04-30,"17:00","Andhra Pradesh",321,31,1403,71,0,34
"51",2020-05-01,"17:00","Andhra Pradesh",403,33,1463,60,2,82
"52",2020-05-02,"17:00","Andhra Pradesh",403,33,1463,0,0,0
"53",2020-05-03,"17:00","Andhra Pradesh",488,33,1583,120,0,85
"54",2020-05-04,"17:00","Andhra Pradesh",524,36,1650,67,3,36
"55",2020-05-05,"17:00","Andhra Pradesh",589,36,1717,67,0,65
"56",2020-05-06,"08:00","Andhra Pradesh",589,36,1717,0,0,0
"57",2020-05-07,"08:00","Andhra Pradesh",729,36,1777,60,0,140
"58",2020-05-08,"08:00","Andhra Pradesh",780,38,1847,70,2,51
"59",2020-05-09,"08:00","Andhra Pradesh",842,41,1887,40,3,62
"60",2020-05-10,"08:00","Andhra Pradesh",887,44,1930,43,3,45
"61",2020-05-11,"08:00","Andhra Pradesh",925,45,1980,50,1,38
"62",2020-05-12,"08:00","Andhra Pradesh",975,45,2018,38,0,50
"63",2020-05-13,"08:00","Andhra Pradesh",1056,46,2090,72,1,81
"64",2020-05-14,"08:00","Andhra Pradesh",1142,47,2137,47,1,86
"65",2020-05-15,"08:00","Andhra Pradesh",1192,48,2205,68,1,50
"66",2020-05-16,"08:00","Andhra Pradesh",1252,48,2307,102,0,60
"67",2020-05-17,"08:00","Andhra Pradesh",1353,49,2355,48,1,101
"68",2020-05-18,"08:00","Andhra Pradesh",1456,50,2407,52,1,103
"69",2020-05-19,"08:00","Andhra Pradesh",1552,50,2474,67,0,96
"70",2020-05-20,"08:00","Andhra Pradesh",1621,52,2532,58,2,69
"71",2020-05-21,"08:00","Andhra Pradesh",1640,53,2602,70,1,19
"72",2020-05-22,"08:00","Andhra Pradesh",1709,53,2647,45,0,69
"73",2020-05-23,"08:00","Andhra Pradesh",1763,55,2709,62,2,54
"74",2020-05-24,"08:00","Andhra Pradesh",1809,56,2757,48,1,46
"75",2020-05-25,"08:00","Andhra Pradesh",1856,56,2823,66,0,47
"76",2020-05-26,"08:00","Andhra Pradesh",1896,56,3110,287,0,40
"77",2020-05-27,"08:00","Andhra Pradesh",2009,57,3171,61,1,113
"78",2020-05-28,"08:00","Andhra Pradesh",2057,58,3171,0,1,48
"79",2020-05-29,"08:00","Andhra Pradesh",2125,59,3251,80,1,68
"80",2020-05-30,"08:00","Andhra Pradesh",2226,60,3436,185,1,101
"81",2020-05-31,"08:00","Andhra Pradesh",2289,60,3569,133,0,63
"82",2020-06-01,"08:00","Andhra Pradesh",2349,62,3679,110,2,60
"83",2020-06-02,"08:00","Andhra Pradesh",2378,64,3783,104,2,29
"84",2020-06-03,"08:00","Andhra Pradesh",2421,64,3898,115,0,43
"85",2020-06-04,"08:00","Andhra Pradesh",2466,68,4080,182,4,45
"86",2020-06-05,"08:00","Andhra Pradesh",2539,71,4223,143,3,73
"87",2020-06-06,"08:00","Andhra Pradesh",2576,73,4303,80,2,37
"88",2020-06-07,"08:00","Andhra Pradesh",2620,73,4510,207,0,44
"89",2020-06-08,"08:00","Andhra Pradesh",2682,75,4708,198,2,62
"90",2020-06-09,"08:00","Andhra Pradesh",2745,75,4851,143,0,63
"91",2020-06-10,"08:00","Andhra Pradesh",2802,77,5070,219,2,57
"92",2020-06-11,"08:00","Andhra Pradesh",2899,78,5269,199,1,97
"93",2020-06-12,"08:00","Andhra Pradesh",3048,80,5429,160,2,149
"94",2020-06-13,"08:00","Andhra Pradesh",3105,80,5680,251,0,57
"95",2020-06-14,"08:00","Andhra Pradesh",3195,82,5965,285,2,90
"96",2020-06-15,"08:00","Andhra Pradesh",3314,84,6163,198,2,119
"97",2020-06-16,"08:00","Andhra Pradesh",3316,88,6456,293,4,2
"98",2020-06-17,"08:00","Andhra Pradesh",3509,88,6841,385,0,193
"99",2020-06-18,"08:00","Andhra Pradesh",3641,90,7071,230,2,132
"100",2020-06-19,"08:00","Andhra Pradesh",3789,92,7518,447,2,148
"101",2020-06-20,"08:00","Andhra Pradesh",3917,96,7961,443,4,128
"102",2020-06-21,"08:00","Andhra Pradesh",4111,101,8452,491,5,194
"103",2020-06-22,"08:00","Andhra Pradesh",4331,106,8999,547,5,220
"104",2020-06-23,"08:00","Andhra Pradesh",4495,111,9372,373,5,164
"105",2020-06-24,"08:00","Andhra Pradesh",4599,119,10002,630,8,104
"106",2020-06-25,"08:00","Andhra Pradesh",4779,124,10331,329,5,180
"107",2020-06-26,"08:00","Andhra Pradesh",4988,136,10884,553,12,209
"108",2020-06-27,"08:00","Andhra Pradesh",5196,148,11489,605,12,208
"109",2020-06-28,"08:00","Andhra Pradesh",5480,157,12285,796,9,284
"110",2020-06-29,"08:00","Andhra Pradesh",5908,169,13241,956,12,428
"111",2020-06-30,"08:00","Andhra Pradesh",6232,180,13891,650,11,324
"112",2020-07-01,"08:00","Andhra Pradesh",6511,187,14595,704,7,279
"113",2020-07-02,"08:00","Andhra Pradesh",6988,193,15252,657,6,477
"114",2020-07-03,"08:00","Andhra Pradesh",7313,198,16097,845,5,325
"115",2020-07-04,"08:00","Andhra Pradesh",7632,206,16934,837,8,319
"116",2020-07-05,"08:00","Andhra Pradesh",8008,218,17699,765,12,376
"117",2020-07-06,"08:00","Andhra Pradesh",8422,232,18697,998,14,414
"118",2020-07-07,"08:00","Andhra Pradesh",8920,239,20019,1322,7,498
"119",2020-07-08,"08:00","Andhra Pradesh",9745,252,21197,1178,13,825
"120",2020-07-09,"08:00","Andhra Pradesh",11101,264,22259,1062,12,1356
"121",2020-07-10,"08:00","Andhra Pradesh",12154,277,23814,1555,13,1053
"122",2020-07-11,"08:00","Andhra Pradesh",13194,292,25422,1608,15,1040
"123",2020-07-12,"08:00","Andhra Pradesh",14393,309,27235,1813,17,1199
"124",2020-07-13,"08:00","Andhra Pradesh",15412,328,29168,1933,19,1019
"125",2020-07-14,"08:00","Andhra Pradesh",16464,365,31103,1935,37,1052
"126",2020-07-15,"08:00","Andhra Pradesh",17467,408,33019,1916,43,1003
"127",2020-07-16,"08:00","Andhra Pradesh",18378,452,35451,2432,44,911
"128",2020-07-17,"08:00","Andhra Pradesh",19393,492,38044,2593,40,1015
"129",2020-07-18,"08:00","Andhra Pradesh",20298,534,40646,2602,42,905
"130",2020-07-19,"08:00","Andhra Pradesh",21763,586,44609,3963,52,1465
"131",2020-07-20,"08:00","Andhra Pradesh",22890,642,49650,5041,56,1127
"132",2020-07-21,"08:00","Andhra Pradesh",24228,696,53724,4074,54,1338
"133",2020-07-22,"08:00","Andhra Pradesh",25574,758,58668,4944,62,1346
"134",2020-07-23,"08:00","Andhra Pradesh",32127,823,64713,6045,65,6553
"135",2020-07-24,"08:00","Andhra Pradesh",37555,884,72711,7998,61,5428
"136",2020-07-25,"08:00","Andhra Pradesh",39935,933,80858,8147,49,2380
"137",2020-07-26,"08:00","Andhra Pradesh",43255,985,88671,7813,52,3320
"138",2020-07-27,"08:00","Andhra Pradesh",46301,1041,96298,7627,56,3046
"139",2020-07-28,"08:00","Andhra Pradesh",49558,1090,102349,6051,49,3257
"140",2020-07-29,"08:00","Andhra Pradesh",52622,1148,110297,7948,58,3064
"141",2020-07-30,"08:00","Andhra Pradesh",55406,1213,120390,10093,65,2784
"142",2020-07-31,"08:00","Andhra Pradesh",60024,1281,130557,10167,68,4618
"143",2020-08-01,"08:00","Andhra Pradesh",63864,1349,140933,10376,68,3840
"144",2020-08-02,"08:00","Andhra Pradesh",76614,1407,150209,9276,58,12750
"145",2020-08-03,"08:00","Andhra Pradesh",82886,1474,158764,8555,67,6272
"146",2020-08-04,"08:00","Andhra Pradesh",88672,1537,166586,7822,63,5786
"147",2020-08-05,"08:00","Andhra Pradesh",95625,1604,176333,9747,67,6953
"148",2020-08-06,"08:00","Andhra Pradesh",104354,1681,186461,10128,77,8729
"149",2020-08-07,"08:00","Andhra Pradesh",112870,1753,196789,10328,72,8516
"150",2020-08-08,"08:00","Andhra Pradesh",120464,1842,206960,10171,89,7594
"151",2020-08-09,"08:00","Andhra Pradesh",129615,1939,217040,10080,97,9151
"152",2020-08-10,"08:00","Andhra Pradesh",138712,2036,227860,10820,97,9097
"153",2020-08-11,"08:00","Andhra Pradesh",145636,2116,235525,7665,80,6924
"154",2020-08-12,"08:00","Andhra Pradesh",154749,2203,244549,9024,87,9113
"155",2020-08-13,"08:00","Andhra Pradesh",161425,2296,254146,9597,93,6676
"156",2020-08-14,"08:00","Andhra Pradesh",170984,2378,264142,9996,82,9559
"157",2020-08-15,"08:00","Andhra Pradesh",180703,2475,273085,8943,97,9719
"158",2020-08-16,"08:00","Andhra Pradesh",191117,2562,281817,8732,87,10414
"159",2020-08-17,"08:00","Andhra Pradesh",201234,2650,289829,8012,88,10117
"160",2020-08-18,"08:00","Andhra Pradesh",209100,2732,296609,6780,82,7866
"161",2020-08-19,"08:00","Andhra Pradesh",218311,2820,306261,9652,88,9211
"162",2020-08-20,"08:00","Andhra Pradesh",226372,2906,316003,9742,86,8061
"163",2020-08-21,"08:00","Andhra Pradesh",235218,3001,325396,9393,95,8846
"164",2020-08-22,"08:00","Andhra Pradesh",244045,3092,334940,9544,91,8827
"165",2020-08-23,"08:00","Andhra Pradesh",252638,3189,345216,10276,97,8593
"166",2020-08-24,"08:00","Andhra Pradesh",260087,3282,353111,7895,93,7449
"167",2020-08-25,"08:00","Andhra Pradesh",268828,3368,361712,8601,86,8741
"168",2020-08-26,"08:00","Andhra Pradesh",278247,3460,371639,9927,92,9419
"169",2020-08-27,"08:00","Andhra Pradesh",286720,3541,382469,10830,81,8473
"170",2020-08-28,"08:00","Andhra Pradesh",295248,3633,393090,10621,92,8528
"171",2020-08-29,"08:00","Andhra Pradesh",303711,3714,403616,10526,81,8463
"172",2020-08-30,"08:00","Andhra Pradesh",312687,3796,414164,10548,82,8976
"173",2020-08-31,"08:00","Andhra Pradesh",321754,3884,424767,10603,88,9067
"174",2020-09-01,"08:00","Andhra Pradesh",330526,3969,434771,10004,85,8772
"175",2020-09-02,"08:00","Andhra Pradesh",339876,4053,445139,10368,84,9350
"176",2020-09-03,"08:00","Andhra Pradesh",348330,4125,455531,10392,72,8454
"177",2020-09-04,"08:00","Andhra Pradesh",358009,4200,465730,10199,75,9679
"178",2020-09-05,"08:00","Andhra Pradesh",370163,4276,476506,10776,76,12154
"179",2020-09-06,"08:00","Andhra Pradesh",382104,4347,487331,10825,71,11941
"180",2020-09-07,"08:00","Andhra Pradesh",394019,4417,498125,10794,70,11915
"181",2020-09-08,"08:00","Andhra Pradesh",404074,4487,506493,8368,70,10055
"182",2020-09-09,"08:00","Andhra Pradesh",415765,4560,517094,10601,73,11691
"183",2020-09-10,"08:00","Andhra Pradesh",425607,4634,527512,10418,74,9842
"184",2020-09-11,"08:00","Andhra Pradesh",435647,4702,537687,10175,68,10040
"185",2020-09-12,"08:00","Andhra Pradesh",446716,4779,547686,9999,77,11069
"186",2020-09-13,"08:00","Andhra Pradesh",457008,4846,557587,9901,67,10292
"187",2020-09-14,"08:00","Andhra Pradesh",467139,4912,567123,9536,66,10131
"188",2020-09-15,"08:00","Andhra Pradesh",476903,4972,575079,7956,60,9764
"189",2020-09-16,"08:00","Andhra Pradesh",486531,5041,583925,8846,69,9628
"190",2020-09-17,"08:00","Andhra Pradesh",497376,5105,592760,8835,64,10845
"191",2020-09-18,"08:00","Andhra Pradesh",508088,5177,601462,8702,72,10712
"192",2020-09-19,"08:00","Andhra Pradesh",519891,5244,609558,8096,67,11803
"193",2020-09-20,"08:00","Andhra Pradesh",530711,5302,617776,8218,58,10820
"194",2020-09-21,"08:00","Andhra Pradesh",541319,5359,625514,7738,57,10608
"195",2020-09-22,"08:00","Andhra Pradesh",551821,5410,631749,6235,51,10502
"196",2020-09-23,"08:00","Andhra Pradesh",562376,5461,639302,7553,51,10555
"197",2020-09-24,"08:00","Andhra Pradesh",570667,5506,646530,7228,45,8291
"198",2020-09-25,"08:00","Andhra Pradesh",579474,5558,654385,7855,52,8807
"199",2020-09-26,"08:00","Andhra Pradesh",588169,5606,661458,7073,48,8695
"200",2020-09-27,"08:00","Andhra Pradesh",597294,5663,668751,7293,57,9125
"201",2020-09-28,"08:00","Andhra Pradesh",605090,5708,675674,6923,45,7796
"202",2020-09-29,"08:00","Andhra Pradesh",612300,5745,681161,5487,37,7210
"203",2020-09-30,"08:00","Andhra Pradesh",622136,5780,687351,6190,35,9836
"204",2020-10-01,"08:00","Andhra Pradesh",629211,5828,693484,6133,48,7075
"205",2020-10-02,"08:00","Andhra Pradesh",636508,5869,700235,6751,41,7297
"206",2020-10-03,"08:00","Andhra Pradesh",643993,5900,706790,6555,31,7485
"207",2020-10-04,"08:00","Andhra Pradesh",651791,5941,713014,6224,41,7798
"208",2020-10-05,"08:00","Andhra Pradesh",658875,5981,719256,6242,40,7084
"209",2020-10-06,"08:00","Andhra Pradesh",666433,6019,723512,4256,38,7558
"210",2020-10-07,"08:00","Andhra Pradesh",672479,6052,729307,5795,33,6046
"211",2020-10-08,"08:00","Andhra Pradesh",678828,6086,734427,5120,34,6349
"212",2020-10-09,"08:00","Andhra Pradesh",684930,6128,739719,5292,42,6102
"213",2020-10-10,"08:00","Andhra Pradesh",691040,6159,744864,5145,31,6110
"214",2020-10-11,"08:00","Andhra Pradesh",697699,6194,750517,5653,35,6659
"215",2020-10-12,"08:00","Andhra Pradesh",703208,6224,755727,5210,30,5509
"216",2020-10-13,"08:00","Andhra Pradesh",708712,6256,758951,3224,32,5504
"217",2020-10-14,"08:00","Andhra Pradesh",714427,6291,763573,4622,35,5715
"218",2020-10-15,"08:00","Andhra Pradesh",719477,6319,767465,3892,28,5050
"219",2020-10-16,"08:00","Andhra Pradesh",725099,6357,771503,4038,38,5622
"220",2020-10-17,"08:00","Andhra Pradesh",730109,6382,775470,3967,25,5010
"221",2020-10-18,"08:00","Andhra Pradesh",735638,6406,779146,3676,24,5529
"222",2020-10-19,"08:00","Andhra Pradesh",740229,6429,783132,3986,23,4591
"223",2020-10-20,"08:00","Andhra Pradesh",744532,6453,786050,2918,24,4303
"224",2020-10-21,"08:00","Andhra Pradesh",749676,6481,789553,3503,28,5144
"225",2020-10-22,"08:00","Andhra Pradesh",754415,6508,793299,3746,27,4739
"226",2020-10-23,"08:00","Andhra Pradesh",758138,6524,796919,3620,16,3723
"227",2020-10-24,"08:00","Andhra Pradesh",762419,6544,800684,3765,20,4281
"228",2020-10-25,"08:00","Andhra Pradesh",765991,6566,804026,3342,22,3572
"229",2020-10-26,"08:00","Andhra Pradesh",769576,6587,807023,2997,21,3585
"230",2020-10-27,"08:00","Andhra Pradesh",773548,6606,808924,1901,19,3972
"231",2020-10-28,"08:00","Andhra Pradesh",777900,6625,811825,2901,19,4352
"232",2020-10-29,"08:00","Andhra Pradesh",781509,6643,814774,2949,18,3609
"233",2020-10-30,"08:00","Andhra Pradesh",784752,6659,817679,2905,16,3243
"234",2020-10-31,"08:00","Andhra Pradesh",788375,6676,820565,2886,17,3623
"235",2020-11-01,"08:00","Andhra Pradesh",792083,6690,823348,2783,14,3708
"236",2020-11-02,"08:00","Andhra Pradesh",795592,6706,825966,2618,16,3509
"237",2020-11-03,"08:00","Andhra Pradesh",798625,6719,827882,1916,13,3033
"238",2020-11-04,"08:00","Andhra Pradesh",802325,6734,830731,2849,15,3700
"239",2020-11-05,"08:00","Andhra Pradesh",805026,6744,833208,2477,10,2701
"240",2020-11-06,"08:00","Andhra Pradesh",807318,6757,835953,2745,13,2292
"241",2020-11-07,"08:00","Andhra Pradesh",809770,6768,838363,2410,11,2452
"242",2020-11-08,"08:00","Andhra Pradesh",812517,6779,840730,2367,11,2747
"243",2020-11-09,"08:00","Andhra Pradesh",814773,6791,842967,2237,12,2256
"244",2020-11-10,"08:00","Andhra Pradesh",816322,6802,844359,1392,11,1549
"245",2020-11-11,"08:00","Andhra Pradesh",818473,6814,846245,1886,12,2151
"246",2020-11-12,"08:00","Andhra Pradesh",820234,6828,847977,1732,14,1761
"247",2020-11-13,"08:00","Andhra Pradesh",822011,6837,849705,1728,9,1777
"248",2020-11-14,"08:00","Andhra Pradesh",824189,6847,851298,1593,10,2178
"249",2020-11-15,"08:00","Andhra Pradesh",826344,6854,852955,1657,7,2155
"250",2020-11-16,"08:00","Andhra Pradesh",828484,6868,854011,1056,14,2140
"251",2020-11-17,"08:00","Andhra Pradesh",829991,6881,854764,753,13,1507
"252",2020-11-18,"08:00","Andhra Pradesh",832284,6890,856159,1395,9,2293
"253",2020-11-19,"08:00","Andhra Pradesh",833980,6899,857395,1236,9,1696
"254",2020-11-20,"08:00","Andhra Pradesh",835801,6910,858711,1316,11,1821
"255",2020-11-21,"08:00","Andhra Pradesh",837630,6920,859932,1221,10,1829
"256",2020-11-22,"08:00","Andhra Pradesh",839395,6927,861092,1160,7,1765
"257",2020-11-23,"08:00","Andhra Pradesh",841026,6938,862213,1121,11,1631
"258",2020-11-24,"08:00","Andhra Pradesh",842416,6948,862758,545,10,1390
"259",2020-11-25,"08:00","Andhra Pradesh",843863,6956,863843,1085,8,1447
"260",2020-11-26,"08:00","Andhra Pradesh",845039,6962,864674,831,6,1176
"261",2020-11-27,"08:00","Andhra Pradesh",846120,6970,865705,1031,8,1081
"262",2020-11-28,"08:00","Andhra Pradesh",847325,6976,866438,733,6,1205
"263",2020-11-29,"08:00","Andhra Pradesh",848511,6981,867063,625,5,1186
"264",2020-11-30,"08:00","Andhra Pradesh",852298,6988,867683,620,7,3787
"265",2020-12-01,"08:00","Andhra Pradesh",853232,6992,868064,381,4,934
"266",2020-12-02,"08:00","Andhra Pradesh",854326,6996,868749,685,4,1094
"267",2020-12-03,"08:00","Andhra Pradesh",855485,7003,869412,663,7,1159
"268",2020-12-04,"08:00","Andhra Pradesh",856320,7014,870076,664,11,835
"269",2020-12-05,"08:00","Andhra Pradesh",857233,7020,870675,599,6,913
"270",2020-12-06,"08:00","Andhra Pradesh",858115,7024,871305,630,4,882
"271",2020-12-07,"08:00","Andhra Pradesh",859029,7033,871972,667,9,914
"272",2020-12-08,"08:00","Andhra Pradesh",859624,7038,872288,316,5,595
"273",2020-12-09,"08:00","Andhra Pradesh",860368,7042,872839,551,4,744
"274",2020-12-10,"08:00","Andhra Pradesh",861153,7045,873457,618,3,785
"275",2020-12-11,"08:00","Andhra Pradesh",861711,7047,873995,538,2,558
"276",2020-12-12,"08:00","Andhra Pradesh",862230,7049,874515,520,2,519
"277",2020-12-13,"08:00","Andhra Pradesh",862895,7052,875025,510,3,665
"278",2020-12-14,"08:00","Andhra Pradesh",863508,7057,875531,506,5,613
"279",2020-12-15,"08:00","Andhra Pradesh",864049,7059,875836,305,2,541
"280",2020-12-16,"08:00","Andhra Pradesh",864612,7064,876336,500,5,563
"281",2020-12-17,"08:00","Andhra Pradesh",865327,7067,876814,478,3,715
"282",2020-12-18,"08:00","Andhra Pradesh",865825,7069,877348,534,2,498
"283",2020-12-19,"08:00","Andhra Pradesh",866359,7070,877806,458,1,534
"284",2020-12-20,"08:00","Andhra Pradesh",866856,7074,878285,479,4,497
"285",2020-12-21,"08:00","Andhra Pradesh",867445,7076,878723,438,2,589
"286",2020-12-22,"08:00","Andhra Pradesh",867867,7078,878937,214,2,422
"287",2020-12-23,"08:00","Andhra Pradesh",868279,7082,879339,402,4,412
"288",2020-12-24,"08:00","Andhra Pradesh",868769,7085,879718,379,3,490
"289",2020-12-25,"08:00","Andhra Pradesh",869124,7089,880075,357,4,355
"290",2020-12-26,"08:00","Andhra Pradesh",869478,7091,880430,355,2,354
"291",2020-12-27,"08:00","Andhra Pradesh",869920,7092,880712,282,1,442
"292",2020-12-28,"08:00","Andhra Pradesh",870342,7094,881061,349,2,422
"293",2020-12-29,"08:00","Andhra Pradesh",870752,7098,881273,212,4,410
"294",2020-12-30,"08:00","Andhra Pradesh",871116,7100,881599,326,2,364
"295",2020-12-31,"08:00","Andhra Pradesh",871588,7104,881948,349,4,472
"296",2021-01-01,"08:00","Andhra Pradesh",871916,7108,882286,338,4,328
"297",2021-01-02,"08:00","Andhra Pradesh",872266,7108,882612,326,0,350
"298",2021-01-03,"08:00","Andhra Pradesh",872545,7111,882850,238,3,279
"299",2021-01-04,"08:00","Andhra Pradesh",872897,7115,883082,232,4,352
"300",2021-01-05,"08:00","Andhra Pradesh",873149,7118,883210,128,3,252
"301",2021-01-06,"08:00","Andhra Pradesh",873427,7122,883587,377,4,278
"302",2021-01-07,"08:00","Andhra Pradesh",873855,7125,883876,289,3,428
"303",2021-01-08,"08:00","Andhra Pradesh",874223,7126,884171,295,1,368
"304",2021-01-09,"08:00","Andhra Pradesh",874531,7127,884490,319,1,308
"305",2021-01-10,"08:00","Andhra Pradesh",874954,7128,884689,199,1,423
"306",2021-01-11,"08:00","Andhra Pradesh",875243,7129,884916,227,1,289
"307",2021-01-12,"08:00","Andhra Pradesh",875456,7131,885037,121,2,213
"308",2021-01-13,"08:00","Andhra Pradesh",875690,7133,885234,197,2,234
"309",2021-01-14,"08:00","Andhra Pradesh",875921,7134,885437,203,1,231
"310",2021-01-15,"08:00","Andhra Pradesh",876140,7138,885616,179,4,219
"311",2021-01-16,"08:00","Andhra Pradesh",876372,7139,885710,94,1,232
"312",2021-01-17,"08:00","Andhra Pradesh",876698,7139,885824,114,0,326
"313",2021-01-18,"08:00","Andhra Pradesh",876949,7140,885985,161,1,251
"314",2021-01-19,"08:00","Andhra Pradesh",877212,7141,886066,81,1,263
"315",2021-01-20,"08:00","Andhra Pradesh",877443,7142,886245,179,1,231
"316",2021-01-21,"08:00","Andhra Pradesh",877639,7142,886418,173,0,196
"317",2021-01-22,"08:00","Andhra Pradesh",877893,7142,886557,139,0,254
"318",2021-01-23,"08:00","Andhra Pradesh",878060,7146,886694,137,4,167
"319",2021-01-24,"08:00","Andhra Pradesh",878232,7147,886852,158,1,172
"320",2021-01-25,"08:00","Andhra Pradesh",878387,7147,887010,158,0,155
"321",2021-01-26,"08:00","Andhra Pradesh",878528,7149,887066,56,2,141
"322",2021-01-27,"08:00","Andhra Pradesh",878731,7150,887238,172,1,203
"323",2021-01-28,"08:00","Andhra Pradesh",878828,7152,887349,111,2,97
"324",2021-01-29,"08:00","Andhra Pradesh",878956,7152,887466,117,0,128
"325",2021-01-30,"08:00","Andhra Pradesh",879131,7152,887591,125,0,175
"326",2021-01-31,"08:00","Andhra Pradesh",879278,7153,887720,129,1,147
"327",2021-02-01,"08:00","Andhra Pradesh",879405,7153,887836,116,0,127
"328",2021-02-02,"08:00","Andhra Pradesh",879504,7154,887900,64,1,99
"329",2021-02-03,"08:00","Andhra Pradesh",879651,7156,888004,104,2,147
"330",2021-02-04,"08:00","Andhra Pradesh",879780,7157,888099,95,1,129
"331",2021-02-05,"08:00","Andhra Pradesh",879867,7157,888178,79,0,87
"332",2021-02-06,"08:00","Andhra Pradesh",880046,7158,888275,97,1,179
"333",2021-02-07,"08:00","Andhra Pradesh",880179,7159,888350,75,1,133
"334",2021-02-08,"08:00","Andhra Pradesh",880261,7159,888423,73,0,82
"335",2021-02-09,"08:00","Andhra Pradesh",880363,7160,888485,62,1,102
"336",2021-02-10,"08:00","Andhra Pradesh",880478,7160,888555,70,0,115
"337",2021-02-11,"08:00","Andhra Pradesh",880599,7161,888605,50,1,121
"338",2021-02-12,"08:00","Andhra Pradesh",880678,7161,888692,87,0,79
"339",2021-02-13,"08:00","Andhra Pradesh",880784,7162,888760,68,1,106
"340",2021-02-14,"08:00","Andhra Pradesh",880855,7162,888814,54,0,71
"341",2021-02-15,"08:00","Andhra Pradesh",880972,7162,888869,55,0,117
"342",2021-02-16,"08:00","Andhra Pradesh",881041,7163,888899,30,1,69
"343",2021-02-17,"08:00","Andhra Pradesh",881181,7163,888959,60,0,140
"344",2021-02-18,"08:00","Andhra Pradesh",881238,7165,889010,51,2,57
"345",2021-02-19,"08:00","Andhra Pradesh",881292,7166,889077,67,1,54
"346",2021-02-20,"08:00","Andhra Pradesh",881369,7167,889156,79,1,77
"347",2021-02-21,"08:00","Andhra Pradesh",881439,7167,889210,54,0,70
